tokenizer,display_name,vocab_size,lang,fertility,cpt,compression_ratio,strr,nsl,parity
microsoft/phi-4,Phi-4,100352,tr,3.147126952103415,2.55423551140618,2.8188488993161283,0.14197115743854144,0.39150657624733726,2.8953606012429542
microsoft/phi-4,Phi-4,100352,ko,4.4352365415986945,1.0088417647587384,2.3492137658370025,0.043556280587275696,0.9912357268824483,4.021173579997109
microsoft/phi-4,Phi-4,100352,th,26.356942102304664,1.0564247772978113,3.0268069363206083,0.0567734682405846,0.9465889304090935,3.4963867610926433
microsoft/phi-4,Phi-4,100352,ru,3.7468609113603337,1.9746820420515458,3.570455129853433,0.17970118111703118,0.5064106416651641,7.306980777569013
microsoft/phi-4,Phi-4,100352,fr,2.075922484735864,3.7194244604316546,3.855243078264661,0.4281921953809397,0.2688588007736944,0.994435612082671
microsoft/phi-4,Phi-4,100352,es,1.9409927856142997,3.5970391654694236,3.6667499531513523,0.4514913319694196,0.27800642528436226,1.1568868333574216
microsoft/phi-4,Phi-4,100352,pt,2.0997900629811057,3.546266825171607,3.65927829121448,0.37774667599720085,0.2819866776244647,1.8844486197427375
microsoft/phi-4,Phi-4,100352,vi,2.362733220256845,2.1347646333502577,2.756981214187278,0.09781116226476053,0.4684357162272357,1.9926289926289926
microsoft/phi-4,Phi-4,100352,id,2.5039485559566788,3.433976599301018,3.436711745935268,0.1655009025270758,0.29120757555644056,1.4267235149588091
01-ai/Yi-1.5-9B,Yi-1.5-9B,63992,en,1.6657221120241805,4.717572944297082,4.721485411140583,0.6019646736563711,0.2119734049282411,1.0
01-ai/Yi-1.5-9B,Yi-1.5-9B,63992,zh,12.272693452380953,1.6928177443961976,4.099313460861401,0.30766369047619047,0.5907310478699435,2.260212201591512
